傲岸不群	aabq
千依百顺	qybu
跫音不响	qybx
去也匆匆	qycc
秋月春风	qycf
岂有此理	qycl
取义成仁	qycr
情有独钟	qydv
企业单位	qydw
情有独钟	qydz
曲意奉承	qyfc
曲意奉承	qyfi
轻言放弃	qyfq
趋炎附势	qyfs
趋炎附势	qyfu
曲意逢迎	qyfy
企业管理	qygl
奇言怪语	qygy
前因后果	qyhg
前仰后合	qyhh
轻于鸿毛	qyhm
强颜欢笑	qyhx
前言后语	qyhy
秋月春风	qyif
取义成仁	qyir
犬牙交错	qyjc
前一阶段	qyjd
情有可原	qyky
巧言令色	qyls
亲眼目睹	qymd
潜移默化	qymh
情意绵绵	qymm
确有其事	qyqs
确有其事	qyqu
巧言如簧	qyrh
妾意如棉	qyrm
亲眼所见	qysj
潜意识里	qysl
穷源溯流	qysl
迁延时日	qysr
缺衣少食	qyss
缺医少药	qysy
潜意识中	qysz
窃玉偷香	qytx
潜意识里	qyul
迁延时日	qyur
缺衣少食	qyuu
潜意识中	qyuv
缺医少药	qyuy
权宜之计	qyvj
前一阵子	qyvz
趋于稳定	qywd
企业文化	qywh
千言万语	qywy
器宇轩昂	qyxa
气焰熏天	qyxt
气焰嚣张	qyxv
气焰嚣张	qyxz
穷于应付	qyyf
青眼有加	qyyj
其言也善	qyys
其言也善	qyyu
犬牙鹰爪	qyyv
犬牙鹰爪	qyyz
权宜之计	qyzj
前一阵子	qyzz
勤政爱民	qzam
潜滋暗长	qzav
潜滋暗长	qzaz
求之不得	qzbd
却之不恭	qzbg
取之不尽	qzbj
七折八扣	qzbk
七嘴八舌	qzbs
穷追不舍	qzbs
千姿百态	qzbt
七嘴八舌	qzbu
弃之不用	qzby
亲自出马	qzcm
强制措施	qzcs
乔装打扮	qzdb
浅斟低唱	qzdc
枪支弹药	qzdy
轻重倒置	qzdz
齐抓共管	qzgg
签字盖章	qzgv
青藏高原	qzgy
签字盖章	qzgz
前瞻后顾	qzhg
轻重缓急	qzhj
欠债还钱	qzhq
秦砖汉瓦	qzhw
签字画押	qzhy
亲自出马	qzim
轻装简从	qzjc
亲子鉴定	qzjd
屈指可数	qzks
弃之可惜	qzkx
清正廉洁	qzlj
清正廉明	qzlm
敲诈勒索	qzls
群众路线	qzlx
穷追猛打	qzmd
起早摸黑	qzmh
千载难逢	qznf
罄竹难书	qzns
全知全能	qzqn
且战且退	qzqt
擒贼擒王	qzqw
气壮如牛	qzrn
曲终人散	qzrs
趋之若鹜	qzrw
切中时弊	qzsb
穷则思变	qzsb
气壮山河	qzsh
起止时间	qzsj
缺肢少腿	qzst
轻装上阵	qzsz
情之所钟	qzsz
起早贪黑	qzth
千真万确	qzwq
求真务实	qzws
曲折蜿蜒	qzwy
确凿无疑	qzwy
旗帜鲜明	qzxm
奇珍异宝	qzyb
取之有道	qzyd
奇装异服	qzyf
其中一个	qzyg
切中要害	qzyh
取之于民	qzym
情真意切	qzyq
掐指一算	qzys
千载一时	qzys
蜷作一团	qzyt
千载一时	qzyu
清者自清	qzzq
其中之一	qzzy
肉包打狗	rbdg
入不敷出	rbfc
入不敷出	rbfi
人不犯我	rbfw
绕不过去	rbgq
日本鬼子	rbgz
人比花娇	rbhj
弱不禁风	rbjf
锐不可当	rbkd
人不如故	rbrg
让不让人	rbrr
认不认识	rbrs
认不认识	rbru
容不容易	rbry
如臂使指	rbsz
如臂使指	rbuv
人不为己	rbwj
日不暇给	rbxj
人不像人	rbxr
日薄西山	rbxs
日薄西山	rbxu
人才辈出	rcbc
人才辈出	rcbi
如此而已	rcey
日出而作	rcez
人才荟萃	rchc
人才济济	rcjj
如此看来	rckl
人财两空	rclk
人潮人海	rcrh
如痴如狂	rcrk
如痴如醉	rcrz
日常生活	rcsh
如此甚好	rcsh
如此说来	rcsl
如此甚好	rcuh
如此说来	rcul
如此这般	rcvb
如此之多	rcvd
冗词赘句	rcvj
人畜无害	rcwh
人潮汹涌	rcxy
如此下作	rcxz
如此一来	rcyl
日常用语	rcyy
如出一辙	rcyz
如此这般	rczb
如此之多	rczd
冗词赘句	rczj
人大代表	rddb
人多地少	rdds
人多地少	rddu
任督二脉	rdem
肉毒杆菌	rdgj
人多口杂	rdkz
人淡如菊	rdrj
任打任骂	rdrm
人地生疏	rdss
人定胜天	rdst
人多势众	rdsz
人定胜天	rdut
人地生疏	rduu
人多势众	rduv
人道主义	rdvy
入地无门	rdwm
人丁兴旺	rdxw
热岛效应	rdxy
热带雨林	rdyl
热得要死	rdys
人多眼杂	rdyz
人道主义	rdzy
人多嘴杂	rdzz
人非草木	rfcm
如法炮制	rfpv
如法炮制	rfpz
人非圣贤	rfsx
人非圣贤	rfux
人浮于事	rfys
人浮于事	rfyu
荣归故里	rggl
容光焕发	rghf
人工呼吸	rghx
人工降雨	rgjy
人过留名	rglm
人高马大	rgmd
若干年后	rgnh
人工授精	rgsj
如隔三秋	rgsq
人鬼殊途	rgst
人工授精	rguj
人鬼殊途	rgut
人工智能	rgvn
人各有志	rgyv
人各有志	rgyz
如鲠在喉	rgzh
人工智能	rgzn
融汇贯通	rhgt
融会贯通	rhgt
日出而作	riez
人潮人海	rirh
如痴如狂	rirk
如痴如醉	rirz
日常生活	riuh
人畜无害	riwh
人潮汹涌	rixy
如出一辙	riyv
日常用语	riyy
忍饥挨饿	rjae
如假包换	rjbh
忍俊不禁	rjbj
日进斗金	rjdj
人杰地灵	rjdl
人间地狱	rjdy
人间凡品	rjfp
人际关系	rjgx
人迹罕至	rjhv
人迹罕至	rjhz
人尽皆知	rjjv
人际交往	rjjw
人尽皆知	rjjz
人尽可夫	rjkf
人间美味	rjmw
日久年深	rjns
日久年深	rjnu
人尽其才	rjqc
日进千金	rjqj
如见其人	rjqr
人尽其用	rjqy
人见人爱	rjra
若即若离	rjrl
如饥似渴	rjsk
日久生情	rjsq
如胶似漆	rjsq
日渐式微	rjsw
日久天长	rjtc
日久天长	rjti
日久生情	rjuq
日渐式微	rjuw
人间正道	rjvd
人间蒸发	rjvf
人急智生	rjvu
日进万金	rjwj
入境问俗	rjws
人间烟火	rjyh
日就月将	rjyj
日积月累	rjyl
人皆有之	rjyv
人皆有之	rjyz
人间正道	rjzd
人间蒸发	rjzf
人急智生	rjzs
如箭在弦	rjzx
入口即化	rkjh
人困马乏	rkmf
让开让开	rkrk
人口众多	rkvd
人靠衣装	rkyv
人靠衣装	rkyz
人口众多	rkzd
如履薄冰	rlbb
人力成本	rlcb
人老成精	rlcj
人来车往	rlcw
如临大敌	rldd
日落而息	rlex
弱柳扶风	rlff
如来佛祖	rlfz
如雷贯耳	rlge
热烈欢迎	rlhy
人力成本	rlib
人老成精	rlij
人来车往	rliw
绕了几圈	rljq
如履平地	rlpd
如临其境	rlqj
绕来绕去	rlrq
人流如织	rlrv
人来人往	rlrw
任劳任怨	rlry
人流如织	rlrz
如狼似虎	rlsh
绕梁三日	rlsr
热力四射	rlss
扰乱视听	rlst
热力四射	rlsu
如临深渊	rlsy
扰乱视听	rlut
如临深渊	rluy
人老珠黄	rlvh
日理万机	rlwj
人力物力	rlwl
人类文明	rlwm
人离乡贱	rlxj
日落西山	rlxs
日落西山	rlxu
热泪盈眶	rlyk
绕了一圈	rlyq
人老珠黄	rlzh
人力资源	rlzy
如沐春风	rmcf
如梦初醒	rmcx
如蒙大赦	rmds
如蒙大赦	rmdu
人民大学	rmdx
如梦方醒	rmfx
人命关天	rmgt
人脉关系	rmgx
人模狗样	rmgy
如沐春风	rmif
如梦初醒	rmix
人民群众	rmqv
人民群众	rmqz
若明若暗	rmra
如梦如幻	rmrh
人模人样	rmry
入木三分	rmsf
如梦似幻	rmsh
人面兽心	rmsx
戎马生涯	rmsy
人面桃花	rmth
日暮途穷	rmtq
人面兽心	rmux
戎马生涯	rmuy
入幕之宾	rmvb
人民政府	rmvf
燃眉之急	rmvj
人满为患	rmwh
人莫予毒	rmyd
人民银行	rmyh
软磨硬泡	rmyp
戎马一生	rmys
戎马一生	rmyu
茹毛饮血	rmyx
如芒在背	rmzb
入幕之宾	rmzb
人民政府	rmzf
燃眉之急	rmzj
忍耐不住	rnbv
忍耐不住	rnbz
热闹热闹	rnrn
如鸟兽散	rnss
如你所愿	rnsy
如鸟兽散	rnus
阮囊羞涩	rnxs
人品低下	rpdx
如期而至	rqev
如期而至	rqez
如蛆附骨	rqfg
人情练达	rqld
人去楼空	rqlk
人情冷暖	rqln
人强马壮	rqmv
柔情蜜意	rqmy
人强马壮	rqmz
如切如磋	rqrc
人前人后	rqrh
入情入理	rqrl
如泣如诉	rqrs
人情世故	rqsg
柔情似水	rqss
柔情似水	rqsu
如期实现	rqsx
忍气吞声	rqts
热气腾腾	rqtt
忍气吞声	rqtu
人情世故	rqug
如期实现	rqux
人穷志短	rqvd
如期完成	rqwc
如期完成	rqwi
人弃我取	rqwq
认清现实	rqxs
认清现实	rqxu
日清月结	rqyj
热情洋溢	rqyy
人穷志短	rqzd
任其自然	rqzr
任人摆布	rrbb
荣辱不惊	rrbj
如若不然	rrbr
日入而息	rrex
如日方升	rrfs
如日方升	rrfu
忍辱负重	rrfv
人若犯我	rrfw
忍辱负重	rrfz
人人喊打	rrhd
忍辱含垢	rrhg
热热乎乎	rrhh
人人皆知	rrjv
人人皆知	rrjz
仁人君子	rrjz
软弱可欺	rrkq
热热闹闹	rrnn
人人平等	rrpd
人如其名	rrqm
忍辱求全	rrqq
弱肉强食	rrqs
弱肉强食	rrqu
冉冉升起	rrsq
忍辱偷生	rrts
忍辱偷生	rrtu
冉冉升起	rruq
容人之量	rrvl
如日中天	rrvt
仁人志士	rrvu
认认真真	rrvv
柔若无骨	rrwg
软弱无力	rrwl
软弱无能	rrwn
任人唯亲	rrwq
任人唯贤	rrwx
惹人喜爱	rrxa
让人笑话	rrxh
荣辱与共	rryg
日日夜夜	rryy
人人有责	rryz
任人宰割	rrzg
容人之量	rrzl
仁人志士	rrzs
如日中天	rrzt
人人自危	rrzw
认认真真	rrzz
人身安全	rsaq
入室操戈	rscg
人声鼎沸	rsdf
肉食动物	rsdw
妊娠反应	rsfy
人神共愤	rsgf
人身攻击	rsgj
人所共知	rsgv
人所共知	rsgz
人生几何	rsjh
人生经历	rsjl
如数家珍	rsjz
如丧考妣	rskb
人生苦短	rskd
人生目标	rsmb
人寿年丰	rsnf
弱势群体	rsqt
人山人海	rsrh
人生如梦	rsrm
人生如棋	rsrq
认识认识	rsrs
润色润色	rsrs
惹是生非	rssf
日上三竿	rssg
弱水三千	rssq
如上所述	rsss
人谁无过	rswg
柔声细语	rsxy
日升月恒	rsyh
日晒雨淋	rsyl
日思夜念	rsyn
日思夜想	rsyx
人是衣妆	rsyz
肉食者鄙	rszb
容身之地	rszd
如释重负	rszf
人生在世	rszs
人身自由	rszy
人头攒动	rtcd
人同此心	rtcx
软体动物	rtdw
忍痛割爱	rtga
人体工程	rtgc
人体工程	rtgi
如图所示	rtss
如图所示	rtsu
入土为安	rtwa
人身安全	ruaq
入室操戈	rucg
人声鼎沸	rudf
肉食动物	rudw
妊娠反应	rufy
人神共愤	rugf
人身攻击	rugj
人生几何	rujh
人生经历	rujl
如数家珍	rujv
人生苦短	rukd
人生目标	rumb
人寿年丰	runf
弱势群体	ruqt
人山人海	rurh
人生如梦	rurm
人生如棋	rurq
认识认识	ruru
日上三竿	rusg
弱水三千	rusq
如上所述	rusu
惹是生非	ruuf
肉食者鄙	ruvb
容身之地	ruvd
如释重负	ruvf
人谁无过	ruwg
柔声细语	ruxy
日升月恒	ruyh
日晒雨淋	ruyl
人是衣妆	ruyv
人生在世	ruzu
人身自由	ruzy
仁者爱人	rvar
任重才轻	rvcq
柔中带刚	rvdg
任重道远	rvdy
人之常情	rviq
仁者见仁	rvjr
人之将死	rvjs
人中龙凤	rvlf
热胀冷缩	rvls
仁者乐山	rvlu
如之奈何	rvnh
如琢如磨	rvrm
人中之龙	rvvl
仁者无敌	rvwd
日臻完美	rvwm
日臻完善	rvwu
仁至义尽	rvyj
人为财死	rwcs
人文地理	rwdl
人文关怀	rwgh
忍无可忍	rwkr
若无其事	rwqs
若无其事	rwqu
人五人六	rwrl
人亡政息	rwvx
人文主义	rwvy
人无完人	rwwr
人无我有	rwwy
人无远虑	rwyl
人微言轻	rwyq
人外有人	rwyr
融为一体	rwyt
人亡政息	rwzx
人文主义	rwzy
人心不古	rxbg
人心浮动	rxfd
热血沸腾	rxft
人小鬼大	rxgd
人行横道	rxhd
人心惶惶	rxhh
人心涣散	rxhs
人心莫测	rxmc
人心难测	rxnc
热血男儿	rxne
日行千里	rxql
柔心弱骨	rxrg
仁心仁术	rxrs
仁心仁术	rxru
人心思变	rxsb
人心思定	rxsd
人心所归	rxsg
人心丧尽	rxsj
任贤使能	rxsn
入乡随俗	rxss
人心所向	rxsx
任贤使能	rxun
容膝之地	rxvd
荣幸之至	rxvv
乳臭未干	rxwg
任性妄为	rxww
人心向背	rxxb
人心险恶	rxxe
人心向善	rxxs
人心向善	rxxu
日新月异	rxyy
容膝之地	rxzd
荣幸之至	rxzz
荣誉称号	rych
日夜操劳	rycl
日月蹉跎	ryct
仁义道德	rydd
绕一大圈	rydq
如鱼得水	ryds
如鱼得水	rydu
如约而至	ryev
如约而至	ryez
肉眼凡夫	ryff
饶有风趣	ryfq
肉眼凡胎	ryft
日月光华	rygh
人欲横流	ryhl
荣誉称号	ryih
日夜兼程	ryjc
日夜兼程	ryji
锐意进取	ryjq
软硬兼施	ryjs
软硬兼施	ryju
如意吉祥	ryjx
日以继夜	ryjy
仁义君子	ryjz
肉眼可见	rykj
人言可畏	rykw
如有雷同	rylt
人仰马翻	rymf
人以群分	ryqf
日月齐光	ryqg
日月如梭	ryrs
若有若无	ryrw
若隐若现	ryrx
人有三急	rysj
如意算盘	rysp
若有所失	ryss
若有所思	ryss
人妖殊途	ryst
若有所失	rysu
若有所悟	rysw
如影随形	rysx
如有神助	rysz
日益突出	rytc
日月同辉	ryth
日益突出	ryti
人妖殊途	ryut
如有神助	ryuv
如蝇逐臭	ryvi
仁义之师	ryvu
日月无光	rywg
如烟往事	ryws
如烟往事	rywu
软玉温香	rywx
日月星辰	ryxc
日月星辰	ryxi
饶有兴趣	ryxq
人烟稀少	ryxs
人烟稀少	ryxu
饶有兴致	ryxv
饶有兴致	ryxz
如愿以偿	ryyc
如愿以偿	ryyi
容颜易老	ryyl
日益严重	ryyv
人云亦云	ryyy
日益严重	ryyz
日益月滋	ryyz
如蝇逐臭	ryzc
仁义之师	ryzs
日益增长	ryzv
人言啧啧	ryzz
日益增长	ryzz
仁者爱人	rzar
如坐春风	rzcf
人走茶凉	rzcl
人之常情	rzcq
任重才轻	rzcq
柔中带刚	rzdg
人走灯灭	rzdm
任重道远	rzdy
认祖归宗	rzgz
如坐春风	rzif
人走茶凉	rzil
人赃俱获	rzjh
仁者见仁	rzjr
人之将死	rzjs
孺子可教	rzkj
人中龙凤	rzlf
热胀冷缩	rzls
仁者乐山	rzls
如之奈何	rznh
如醉如痴	rzrc
如醉如痴	rzri
如琢如磨	rzrm
如坐针毡	rzvv
仁者无敌	rzwd
日臻完美	rzwm
日臻完善	rzws
仁至义尽	rzyj
日滋月益	rzyy
荣宗耀祖	rzyz
认贼作父	rzzf
人中之龙	rzzl
如坐针毡	rzzz
少安毋躁	sawz
上半部分	sbbf
誓不罢休	sbbx
说不出口	sbck
说不出来	sbcl
恕不从命	sbcm
思不出位	sbcw
圣彼得堡	sbdb
斯巴达克	sbdk
山崩地裂	sbdl
随波荡漾	sbdy
十步芳草	sbfc
恕不奉告	sbfg
上兵伐谋	sbfm
恕不奉陪	sbfp
生不逢时	sbfs
事倍功半	sbgb
食不果腹	sbgf
死不改悔	sbgh
事不关己	sbgj
说不过去	sbgq
少不更事	sbgs
事不过三	sbgs
食不甘味	sbgw
善罢甘休	sbgx
死不悔改	sbhg
睡不好觉	sbhj
思不出位	sbiw
深不见底	sbjd
三拜九叩	sbjk
疏不间亲	sbjq
少不经事	sbjs
十八九岁	sbjs
深不可测	sbkc
势不可挡	sbkd
俗不可耐	sbkn
傻不愣登	sbld
酸不溜丢	sbld
傻不拉叽	sblj
酸不拉几	sblj
势不两立	sbll
神兵利器	sblq
稍不留神	sbls
树碑立传	sblz
说不明白	sbmb
身败名裂	sbml
死不瞑目	sbmm
随便你了	sbnl
寿比南山	sbns
说不清楚	sbqc
舍本求末	sbqm
深表歉意	sbqy
溯本求源	sbqy
少不入川	sbrc
生不如死	sbrs
适不适合	sbsh
手不释卷	sbsj
说不上来	sbsl
士别三日	sbsr
数不胜数	sbss
随便说说	sbss
实报实销	sbsx
深表同情	sbtq
睡不踏实	sbts
随便说说	sbuu
损兵折将	sbvj
随波逐流	sbvl
时不我待	sbwd
誓不为人	sbwr
时不我与	sbwy
谁不喜欢	sbxh
实不相瞒	sbxm
素不相识	sbxs
素不相识	sbxu
死不旋踵	sbxv
食不下咽	sbxy
死不旋踵	sbxz
事不宜迟	sbyc
深表遗憾	sbyh
身不由己	sbyj
色不异空	sbyk
虽败犹荣	sbyr
恕不远送	sbys
生搬硬套	sbyt
散兵游勇	sbyy
是不一样	sbyy
谁不知道	sbzd
损兵折将	sbzj
时不再来	sbzl
随波逐流	sbzl
舍本逐末	sbzm
上不着天	sbzt
食不知味	sbzw
死不足惜	sbzx
恃才傲物	scaw
色彩缤纷	scbf
色彩斑斓	scbl
深藏不露	scbl
伤春悲秋	scbq
生辰八字	scbz
四处奔走	scbz
四川大学	scdx
恃宠而骄	scej
神采飞扬	scfy
搜肠刮肚	scgd
诗词歌赋	scgf
神出鬼没	scgm
生存环境	schj
山川河流	schl
三寸金莲	scjl
三重简码	scjm
省吃俭用	scjy
上层建筑	scjz
随处可见	sckj
三长两短	scld
舌灿莲花	sclh
生存能力	scnl
思潮起伏	scqf
势成骑虎	scqh
双重人格	scrg
深藏若虚	scrx
三从四德	scsd
剩菜剩饭	scsf
三寸之舌	scvu
师出无名	scwm
事出无奈	scwn
似曾相识	scxs
上蹿下跳	scxt
似曾相识	scxu
生财有道	scyd
生存压力	scyl
受此影响	scyx
神采奕奕	scyy
事出有因	scyy
生财之道	sczd
身残志坚	sczj
丝绸之路	sczl
三寸之舌	sczs
手到病除	sdbc
啥都不会	sdbh
色胆包天	sdbt
上帝保佑	sdby
撒豆成兵	sdcb
时代潮流	sdcl
扫地出门	sdcm
山顶洞人	sddr
说东道西	sddx
似懂非懂	sdfd
四大发明	sdfm
是敌非友	sdfy
说得过去	sdgq
树大根深	sdgs
失道寡助	sdgz
撒豆成兵	sdib
扫地出门	sdim
生旦净丑	sdjc
四大皆空	sdjk
声东击西	sdjx
圣诞快乐	sdkl
山东快书	sdks
势单力薄	sdlb
势大力沉	sdlc
势单力孤	sdlg
圣诞老人	sdlr
事到临头	sdlt
死到临头	sdlt
圣多明各	sdmg
四大名著	sdmv
四大名著	sdmz
水到渠成	sdqc
适得其反	sdqf
手到擒来	sdql
舐犊情深	sdqs
死得其所	sdqs
事到如今	sdrj
世道人心	sdrx
是对是错	sdsc
水滴石穿	sdsc
锁定胜局	sdsj
上当受骗	sdsp
算得上是	sdss
时断时续	sdsx
是敌是友	sdsy
上得厅堂	sdtt
锁定胜局	sduj
算得上是	sduu
僧多粥少	sdvu
硕大无朋	sdwp
数典忘祖	sdwz
世代相传	sdxc
升斗小民	sdxm
生动形象	sdxx
搔到痒处	sdyc
圣地亚哥	sdyg
搔到痒处	sdyi
示敌以弱	sdyr
傻得要死	sdys
说到做到	sdzd
树大招风	sdzf
僧多粥少	sdzs
师道尊严	sdzy
食而不化	sebh
视而不见	sebj
疏而不漏	sebl
十恶不赦	sebs
色而不淫	seby
少儿不宜	seby
述而不作	sebz
十二重楼	secl
失而复得	sefd
善恶分明	sefm
死而复生	sefs
死而复生	sefu
十二个月	segy
死而后已	sehy
酸儿辣女	seln
生而平等	sepd
十二三岁	sess
萨尔瓦多	sewd
死而无憾	sewh
生而为人	sewr
塞尔维亚	sewy
十二月份	seyf
生儿育女	seyn
生而知之	sezz
四方八面	sfbm
伤风败俗	sfbs
司法程序	sfcx
煽风点火	sfdh
司法独立	sfdl
师范大学	sfdx
随风而去	sfeq
随风而逝	sfes
随风而逝	sfeu
赏罚分明	sffm
杀伐果断	sfgd
是非黑白	sfhb
司法程序	sfix
杀伐决断	sfjd
删繁就简	sfjj
上房揭瓦	sfjw
煞费苦心	sfkx
三番两次	sflc
说风凉话	sflh
三房两厅	sflt
随风飘扬	sfpy
适逢其会	sfqh
是非曲直	sfqz
世风日下	sfrx
三番四次	sfsc
收复失地	sfsd
三分天下	sftx
随风转舵	sfvd
三分之二	sfve
三分之一	sfvy
三番五次	sfwc
四分五裂	sfwl
胜负未知	sfwz
师范学校	sfxx
三房一厅	sfyt
收发由心	sfyx
随风摇曳	sfyy
是非之地	sfzd
随风转舵	sfzd
三分之二	sfze
身负重任	sfzr
收放自如	sfzr
深孚众望	sfzw
三分之一	sfzy
十分之一	sfzy
食古不化	sgbh
三观不正	sgbv
三更半夜	sgby
深更半夜	sgby
三观不正	sgbz
三国鼎立	sgdl
三个多钟	sgdv
施工单位	sgdw
三个多月	sgdy
三个多钟	sgdz
生瓜蛋子	sgdz
善贾而沽	sgeg
升官发财	sgfc
三个方面	sgfm
损公肥私	sgfs
生根发芽	sgfy
睡个好觉	sghj
硕果仅存	sgjc
说干就干	sgjg
三观尽毁	sgjh
三跪九叩	sgjk
时过境迁	sgjq
萨格勒布	sglb
上个礼拜	sglb
苏格拉底	sgld
硕果累累	sgll
三姑六婆	sglp
瘦骨嶙峋	sglx
三宫六院	sgly
伸个懒腰	sgly
山高路远	sgly
仨瓜俩枣	sglz
神鬼莫测	sgmc
时乖命蹇	sgmj
三顾茅庐	sgml
四顾茫然	sgmr
说个没完	sgmw
三管齐下	sgqx
双管齐下	sgqx
时光荏苒	sgrr
时光如水	sgrs
时高时低	sgsd
三更时分	sgsf
死贵死贵	sgsg
上个世纪	sgsj
水光山色	sgss
上纲上线	sgsx
山高水远	sgsy
三更时分	sguf
三个钟头	sgvt
三纲五常	sgwc
尸骨无存	sgwc
三纲五常	sgwi
四顾无人	sgwr
三个问题	sgwt
三个星期	sgxq
三个小时	sgxs
三个小时	sgxu
深耕细作	sgxz
死过一次	sgyc
三国演义	sgyy
事关重大	sgzd
三个钟头	sgzt
收官之战	sgzz
丝毫不差	shbc
丝毫不差	shbi
死活不信	shbx
扫黑除恶	shce
扫黄打非	shdf
死灰复燃	shfr
死灰槁木	shgm
扫黑除恶	shie
三花聚顶	shjd
随行就市	shjs
随行就市	shju
丧魂落魄	shlp
三魂七魄	shqp
四海升平	shsp
岁寒三友	shsy
四海升平	shup
三皇五帝	shwd
四海为家	shwj
三呼万岁	shws
三好学生	shxs
三好学生	shxu
四海一家	shyj
松鹤延年	shyn
四处奔走	sibz
四川大学	sidx
搜肠刮肚	sigd
三重简码	sijm
随处可见	sikj
三长两短	sild
思潮起伏	siqf
丝绸之路	sivl
生机盎然	sjar
生机勃勃	sjbb
四脚八叉	sjbc
四脚八叉	sjbi
盛极必衰	sjbs
数见不鲜	sjbx
手脚并用	sjby
身经百战	sjbz
时间不早	sjbz
时间成本	sjcb
神经错乱	sjcl
事急从权	sjcq
四季常青	sjcq
四脚朝天	sjct
社稷次之	sjcz
少见多怪	sjdg
世界第一	sjdy
世家大族	sjdz
世界大战	sjdz
伺机而动	sjed
盛极而衰	sjes
四季发财	sjfc
四季分明	sjfm
世界冠军	sjgj
神经过敏	sjgm
身居高位	sjgw
双剑合璧	sjhb
杀鸡骇猴	sjhh
世界和平	sjhp
数九寒天	sjht
四季常青	sjiq
四脚朝天	sjit
深居简出	sjjc
时间紧促	sjjc
杀鸡儆猴	sjjh
三教九流	sjjl
世界纪录	sjjl
时间紧迫	sjjp
舍己救人	sjjr
势均力敌	sjld
三局两胜	sjls
所见略同	sjlt
三局两胜	sjlu
三驾马车	sjmc
三驾马车	sjmi
手脚麻利	sjml
释迦牟尼	sjmn
世界末日	sjmr
神机妙算	sjms
神经末梢	sjms
十几年来	sjnl
生机蓬勃	sjpb
三聚氰胺	sjqa
三缄其口	sjqk
杀鸡取卵	sjql
舍近求远	sjqy
身娇肉贵	sjrg
嗜酒如命	sjrm
善解人意	sjry
耸肩缩背	sjsb
失节事大	sjsd
随叫随到	sjsd
三江四海	sjsh
色即是空	sjsk
神经衰弱	sjsr
所见所闻	sjsw
丧尽天良	sjtl
色即是空	sjuk
丧家之犬	sjvq
时机未到	sjwd
伤及无辜	sjwg
世界屋脊	sjwj
市井无赖	sjwl
舍己为人	sjwr
实际行动	sjxd
杀鸡吓猴	sjxh
市井小人	sjxr
神经系统	sjxt
随机应变	sjyb
手疾眼快	sjyk
世界一流	sjyl
送旧迎新	sjyx
生津止渴	sjzk
实践证明	sjzm
丧家之犬	sjzq
市井之徒	sjzt
甩开膀子	skbz
适可而止	skez
首开风气	skfq
矢口否认	skfr
司空见惯	skjg
首开纪录	skjl
盛况空前	skkq
斯科普里	skpl
守口如瓶	skrp
双卡双待	sksd
思考思考	sksk
时快时慢	sksm
受苦受难	sksn
随口一说	skys
随口一说	skyu
思考一下	skyx
水可载舟	skzz
始料不及	slbj
酸了吧唧	slbj
生老病死	slbs
说了半天	slbt
十里八乡	slbx
十里长亭	slct
顺理成章	slcz
顺流而下	slex
失了分寸	slfc
斯洛伐克	slfk
水利工程	slgc
胜利果实	slgs
说来话长	slhc
生龙活虎	slhh
三六九等	sljd
十六进制	sljz
松了口气	slkq
塞拉利昂	slla
酸溜溜的	slld
斯里兰卡	sllk
上了年纪	slnj
色厉内荏	slnr
四轮驱动	slqd
身临其境	slqj
十六七岁	slqs
死里求生	slqs
死里求生	slqu
石榴裙下	slqx
萨拉热窝	slrw
收揽人心	slrx
生离死别	slsb
水落石出	slsc
耸了耸肩	slsj
算了算了	slsl
水利枢纽	slsn
说来说去	slsq
时冷时热	slsr
死里逃生	slts
生灵涂炭	sltt
死里逃生	sltu
水来土掩	slty
顺利完成	slwc
始料未及	slwj
三令五申	slws
生理卫生	slws
生理问题	slwt
三令五申	slwu
森罗万象	slwx
思来想去	slxq
圣卢西亚	slxy
双龙戏珠	slxz
生拉硬扯	slyc
生理盐水	slys
死路一条	slyt
试了一下	slyx
时来运转	slyz
神来之笔	slzb
上了贼船	slzc
始乱终弃	slzq
擅离职守	slzs
胜利在望	slzw
四面八方	smbf
生命不息	smbx
睡眠不足	smbz
生命财产	smcc
鼠目寸光	smcg
四面楚歌	smcg
素面朝天	smct
水墨丹青	smdq
善莫大焉	smdy
声名大噪	smdz
声名大振	smdz
山盟海誓	smhs
生猛海鲜	smhx
四面楚歌	smig
